Dept_analytics_id,Date,Year,Month,Quarter,Day_of_week,Is_weekend,Hospital_id,Hospital_name,Department_id,Department_name,Department_type,Floor_number,Is_24x7,Established_year,Department_head_name,Total_beds,Occupied_beds_count,Bed_occupancy_rate_pct,Target_occupancy_rate_pct,Patients_admitted_count,Patients_discharged_count,Readmission_count,Readmission_rate_pct,Target_readmission_rate_pct,Mortality_count,Mortality_rate_pct,Avg_length_of_stay_days,Target_avg_los_days,Avg_treatment_time_hours,Transfer_events_count,Bed_turnaround_time_hours,Nurses_on_duty,Doctors_on_duty,Base_nurses_per_shift,Base_doctors_per_shift,Staff_to_patient_ratio,Equipment_downtime_hours,Avg_patient_age,Avg_satisfaction_score,Total_billing_usd,Avg_cost_per_patient_usd,Monthly_budget_allocated_usd,Department_efficiency_score,Record_source_system,Last_updated_timestamp
DA00126514,2022-06-04,2022,6,2,Saturday,True,H005,Metro city hospital,D10,Pulmonology,Non-surgical,6,False,2014,Dr. Yusuf Park,34,24,70.59,82.12,1,2,0,0.0,13.13,0,0.0,4,6.2,51.09,4,4.03,9,3,11,2,0.38,0.03,11,1.0,7813.67,7813.67,625810.67,56.0,Analytics-etl,2022-06-08
DA00264157,2024-04-27,2024,4,2,Saturday,True,H010,Evercare medical center,D10,Pulmonology,Non-surgical,5,False,2013,Dr. James Khan,29,21,72.41,74.22,2,1,0,0.0,8.56,0,0.0,1,3.28,43.96,6,1.16,10,3,9,2,0.48,0.12,57,3.3,4329.87,2164.94,480982.22,58.4,Bi-warehouse,2024-04-29
DA00210681,2022-11-22,2022,11,4,Tuesday,False,H008,Horizon care hospital,D11,Gastroenterology,Non-surgical,7,True,2012,Dr. Mei Smith,43,33,76.74,82.55,2,0,1,50.0,6.2,0,0.0,2,5.72,67.57,5,2.64,5,3,3,2,0.15,0.26,63,3.0,1271.46,635.73,355267.92,6.6,Bi-warehouse,2022-11-23
DA00065223,2024-08-05,2024,8,3,Monday,False,H003,Riverside community hospital,D06,General surgery,Surgical,3,False,2014,Dr. James Smith,39,26,66.67,80.74,2,2,0,0.0,13.39,1,50.0,4,3.54,30.46,6,3.24,8,4,9,5,0.31,0.14,70,4.0,15946.16,7973.08,434718.25,59.1,Manual aggregation,2024-08-09
DA00252641,2022-10-15,2022,10,4,Saturday,True,H010,Evercare medical center,D04,Oncology,Non-surgical,7,True,2018,Dr. Chloe Costa,45,25,55.56,84.63,1,1,1,100.0,8.28,0,0.0,5,5.1,120.0,2,3.43,2,2,3,2,0.08,1.7,37,3.3,5608.85,5608.85,470726.77,0.0,Analytics-etl,2022-10-17
DA00001901,2021-03-16,2021,3,1,Tuesday,False,H001,St. mary general hospital,D02,Orthopedics,Surgical,3,False,2001,Dr. Ravi Ahmed,37,28,75.68,71.9,1,2,0,0.0,6.04,0,0.0,7,4.76,54.53,4,2.21,3,5,3,5,0.11,0.03,29,8.0,10247.37,10247.37,345117.94,56.8,Bi-warehouse,2021-03-18
DA00111595,2021-07-28,2021,7,3,Wednesday,False,H005,Metro city hospital,D02,Orthopedics,Surgical,6,False,2008,Dr. Omar Khan,55,33,60.0,70.91,1,1,0,0.0,6.6,0,0.0,9,6.07,80.0,5,6.71,7,5,9,4,0.21,0.12,29,3.3,18069.1,18069.1,116091.69,66.3,Manual aggregation,2021-07-30
DA00211355,2024-09-26,2024,9,3,Thursday,False,H008,Horizon care hospital,D11,Gastroenterology,Non-surgical,7,True,2012,Dr. Mei Smith,43,30,69.77,82.55,1,0,0,0.0,6.2,0,0.0,4,5.72,54.12,2,3.36,4,3,3,2,0.13,0.22,47,4.0,6048.49,6048.49,355267.92,64.8,Bi-warehouse,2024-09-30
DA00231748,2025-07-30,2025,7,3,Wednesday,False,H009,Pinecrest general hospital,D07,Emergency,Critical,8,True,2018,Dr. Nadia Ahmed,23,15,65.22,85.76,0,0,0,0.0,11.47,0,0.0,5,4.22,67.68,1,4.11,6,3,8,3,0.4,0.19,47,3.3,13396.73,8362.74,98975.53,62.7,Bi-warehouse,2025-07-31
DA00247305,2023-03-06,2023,3,1,Monday,False,H010,Evercare medical center,D01,Cardiology,Non-surgical,3,False,2018,Dr. Ivan Smith,34,25,73.53,84.48,0,3,0,0.0,13.73,0,0.0,5,4.61,45.73,3,2.94,12,5,11,4,0.48,0.07,47,3.3,13396.73,8362.74,474832.4,72.0,Analytics-etl,2023-03-07
DA00238967,2025-05-06,2025,5,2,Tuesday,False,H009,Pinecrest general hospital,D11,Gastroenterology,Non-surgical,8,True,2002,Dr. Aisha Ahmed,39,28,71.79,71.63,2,2,2,100.0,8.97,0,0.0,6,4.56,120.5,3,2.08,6,3,7,2,0.21,0.52,49,6.5,21211.51,8362.74,627702.22,0.0,Analytics-etl,2025-05-07
DA00224253,2025-01-20,2025,1,1,Monday,False,H009,Pinecrest general hospital,D03,Neurology,Non-surgical,2,False,2003,Dr. Ivan Rossi,41,27,65.85,73.86,3,2,3,100.0,9.65,0,0.0,8,4.48,134.18,6,1.37,5,2,4,2,0.19,0.31,75,2.67,13109.49,4369.83,431821.44,0.0,Bi-warehouse,2025-01-21
DA00090090,2022-09-08,2022,9,3,Thursday,False,H004,Sunrise health institute,D05,Pediatrics,Non-surgical,3,False,1998,Dr. Mei Brown,30,20,66.67,85.43,2,0,1,50.0,10.03,0,0.0,1,6.08,64.62,4,2.17,8,1,9,2,0.4,0.06,26,4.0,3842.11,1921.05,507295.3,11.7,Bi-warehouse,2022-09-12
DA00157177,2021-05-21,2021,5,2,Friday,False,H006,Green valley hospital,D12,Psychiatry,Non-surgical,2,True,2009,Dr. Carlos Smith,35,25,71.43,76.65,0,0,0,0.0,13.22,0,0.0,5,3.99,22.22,1,2.76,8,5,9,5,0.32,0.17,47,3.3,13396.73,8362.74,94575.55,74.3,Manual aggregation,2021-05-22
DA00141148,2022-06-30,2022,6,2,Thursday,False,H006,Green valley hospital,D03,Neurology,Non-surgical,7,False,2010,Dr. Ivan Costa,20,14,70.0,71.09,1,0,0,0.0,6.97,0,0.0,3,5.0,67.68,1,3.2,1,1,3,1,0.07,0.24,49,3.3,3993.63,3993.63,568181.53,62.9,Analytics-etl,2022-07-03
DA00031675,2022-09-25,2022,9,3,Sunday,True,H002,Lakeview medical center,D03,Neurology,Non-surgical,8,False,2002,Dr. Daniel Costa,25,13,52.0,72.54,0,2,0,0.0,6.05,0,0.0,5,5.62,67.68,0,4.15,4,2,5,2,0.31,0.35,47,3.3,13396.73,8362.74,458449.99,74.3,Analytics-etl,2022-09-28
DA00003214,2024-10-19,2024,10,4,Saturday,True,H001,St. mary general hospital,D02,Orthopedics,Surgical,3,False,2001,Dr. Ravi Ahmed,37,25,67.57,71.9,3,1,1,33.33,6.04,0,0.0,2,4.76,35.66,4,3.9,4,4,3,5,0.16,0.71,4,3.0,8650.24,2883.41,345117.94,36.4,Bi-warehouse,2024-10-22
DA00267122,2022-06-10,2022,6,2,Friday,False,H010,Evercare medical center,D12,Psychiatry,Non-surgical,5,False,2008,Dr. Nadia Kowalski,37,26,70.27,72.45,2,1,1,50.0,12.04,0,0.0,4,3.99,67.68,5,0.41,11,3,13,3,0.42,0.09,44,4.0,11137.72,5568.86,510246.63,29.9,Analytics-etl,2022-06-11
DA00076731,2021-02-08,2021,2,1,Monday,False,H003,Riverside community hospital,D13,Icu,Critical,2,True,2006,Dr. Ivan Smith,17,14,82.35,73.1,2,2,0,0.0,8.48,0,0.0,3,3.45,48.02,8,1.36,10,3,10,3,0.71,0.75,4,5.5,8334.48,8362.74,263632.86,60.4,Manual aggregation,2021-02-12
DA00183953,2024-09-14,2024,9,3,Saturday,True,H007,Unity regional medical center,D11,Gastroenterology,Non-surgical,2,False,2004,Dr. Wei Brown,20,11,55.0,81.47,1,4,1,100.0,7.4,0,0.0,0,4.81,2.82,4,3.11,3,3,3,4,0.27,0.03,47,3.3,411.5,411.5,626966.05,0.0,Manual aggregation,2024-09-15
DA00190721,2023-03-28,2023,3,1,Tuesday,False,H007,Unity regional medical center,D15,Urology,Surgical,8,False,2016,Dr. Mei Kumar,53,41,77.36,79.51,1,0,1,100.0,6.42,0,0.0,1,5.15,24.34,2,5.51,5,6,6,5,0.12,0.4,22,5.0,2176.78,2176.78,637028.66,0.0,Analytics-etl,2023-03-31
DA00112355,2023-08-27,2023,8,3,Sunday,True,H005,Metro city hospital,D02,Orthopedics,Surgical,6,False,2008,Dr. Omar Khan,55,33,60.0,70.91,1,3,0,0.0,6.6,0,0.0,4,6.07,67.68,3,5.08,10,5,9,4,0.3,0.05,80,3.0,4412.62,4412.62,116091.69,58.7,Manual aggregation,2023-08-29
DA00157425,2022-01-24,2022,1,1,Monday,False,H006,Green valley hospital,D12,Psychiatry,Non-surgical,2,True,2009,Dr. Carlos Smith,35,25,71.43,76.65,0,3,0,0.0,13.22,0,0.0,5,3.99,67.68,2,3.14,9,4,9,5,0.36,0.01,47,3.3,13396.73,8362.74,94575.55,78.4,Bi-warehouse,2022-01-25
DA00152024,2022-04-11,2022,4,2,Monday,False,H006,Green valley hospital,D09,Nephrology,Non-surgical,7,False,2018,Dr. Daniel Muller,39,27,69.23,86.97,4,0,2,50.0,7.23,0,0.0,5,3.86,67.68,4,1.52,9,1,7,2,0.33,0.49,51,3.33,37911.83,9477.96,359946.28,18.2,Analytics-etl,2022-04-12
DA00225760,2024-03-07,2024,3,1,Thursday,False,H009,Pinecrest general hospital,D04,Oncology,Non-surgical,3,False,2015,Dr. Liam Ivanov,29,24,82.76,81.22,1,1,1,100.0,12.56,0,0.0,2,5.67,33.14,8,5.21,7,3,7,4,0.29,0.35,69,3.3,4126.28,4126.28,378377.47,0.0,Analytics-etl,2024-03-09
DA00207188,2023-04-30,2023,4,2,Sunday,True,H008,Horizon care hospital,D09,Nephrology,Non-surgical,7,True,2016,Dr. Ivan Ali,52,33,63.46,79.99,1,1,1,100.0,6.54,0,0.0,1,4.63,24.0,1,4.24,7,4,10,4,0.21,0.05,23,5.0,1578.98,1578.98,329269.31,0.0,Analytics-etl,2023-05-03
DA00133357,2021-02-28,2021,2,1,Sunday,True,H005,Metro city hospital,D14,General medicine,Non-surgical,7,True,2001,Dr. Omar Kowalski,51,34,66.67,71.93,3,3,0,0.0,9.18,0,0.0,3,5.75,46.35,7,2.52,13,1,13,2,0.38,0.77,43,2.33,7164.08,2388.03,258678.24,53.8,Analytics-etl,2021-03-04
DA00018921,2022-10-23,2022,10,4,Sunday,True,H001,St. mary general hospital,D11,Gastroenterology,Non-surgical,3,False,2004,Dr. Wei Ahmed,26,16,61.54,71.81,1,2,1,100.0,7.75,0,0.0,3,3.62,49.6,4,3.03,10,4,10,5,0.62,0.63,67,3.3,4506.89,4506.89,155027.19,0.0,Analytics-etl,2022-10-27
DA00221216,2021-09-27,2021,9,3,Monday,False,H009,Pinecrest general hospital,D02,Orthopedics,Surgical,8,False,2009,Dr. Ravi Johnson,58,35,60.34,75.66,1,0,0,0.0,6.76,1,100.0,5,5.07,120.0,1,2.88,5,5,3,5,0.14,0.04,58,5.0,6326.93,6326.93,553853.59,65.3,Analytics-etl,2021-10-01
DA00273216,2024-02-16,2024,2,1,Friday,False,H010,Evercare medical center,D15,Urology,Surgical,5,False,2002,Dr. Elena Costa,54,39,72.22,76.8,2,4,1,50.0,9.83,0,0.0,3,5.83,72.0,7,3.99,5,3,5,2,0.13,0.11,71,4.5,13127.03,6563.52,308989.95,19.7,Analytics-etl,2024-02-18
DA00161180,2022-05-07,2022,5,2,Saturday,True,H006,Green valley hospital,D14,General medicine,Non-surgical,2,True,2017,Dr. Mei Costa,35,20,57.14,79.17,0,1,0,0.0,6.44,0,0.0,5,2.72,67.68,1,2.43,6,2,9,3,0.3,0.26,47,3.3,13396.73,8362.74,298253.01,73.5,Bi-warehouse,2022-05-08
DA00006055,2022-07-31,2022,7,3,Sunday,True,H001,St. mary general hospital,D04,Oncology,Non-surgical,7,True,2014,Dr. Priya Brown,29,16,55.17,71.28,1,3,0,0.0,8.11,0,0.0,0,4.37,30.24,4,4.86,6,2,9,2,0.38,0.13,57,2.0,50.0,50.0,586696.96,52.9,Analytics-etl,2022-08-01
DA00233748,2021-01-20,2021,1,1,Wednesday,False,H009,Pinecrest general hospital,D09,Nephrology,Non-surgical,5,True,2017,Dr. Grace Nguyen,44,32,72.73,83.03,2,3,0,0.0,6.81,0,0.0,4,4.84,74.9,6,5.33,8,1,7,1,0.25,0.14,36,2.0,17341.52,8670.76,232746.79,69.2,Analytics-etl,2021-01-22
DA00045267,2024-12-13,2024,12,4,Friday,False,H002,Lakeview medical center,D10,Pulmonology,Non-surgical,8,False,2011,Dr. Mei Kowalski,28,21,75.0,74.95,1,1,0,0.0,6.47,0,0.0,2,6.02,48.0,1,3.15,11,1,12,2,0.52,1.06,90,4.0,0.0,0.0,202137.69,63.4,Analytics-etl,2024-12-14
DA00213993,2021-12-17,2021,12,4,Friday,False,H008,Horizon care hospital,D13,Icu,Critical,2,True,2018,Dr. Yusuf Johnson,35,22,62.86,72.4,0,0,0,0.0,13.71,0,0.0,5,3.68,46.62,3,2.32,10,1,12,2,0.45,0.1,47,3.3,13396.73,8362.74,107965.06,79.0,Analytics-etl,2021-12-19
DA00070825,2024-12-07,2024,12,4,Saturday,True,H003,Riverside community hospital,D09,Nephrology,Non-surgical,1,False,2016,Dr. Chloe Ahmed,21,13,61.9,72.79,1,1,0,0.0,10.56,0,0.0,6,2.54,11.59,3,3.73,3,6,6,5,0.23,0.19,17,3.3,11163.89,11163.89,203341.17,54.9,Analytics-etl,2024-12-10
DA00117937,2023-12-09,2023,12,4,Saturday,True,H005,Metro city hospital,D05,Pediatrics,Non-surgical,5,True,1998,Dr. Liam Chen,20,14,70.0,74.03,3,2,3,100.0,9.7,0,0.0,4,3.63,71.7,7,3.25,9,3,12,3,0.64,0.16,35,5.5,18534.7,6178.23,192527.35,0.0,Analytics-etl,2023-12-11
DA00148083,2021-06-26,2021,6,2,Saturday,True,H006,Green valley hospital,D07,Emergency,Critical,2,True,2017,Dr. Nadia Petrov,17,11,64.71,85.14,2,0,0,0.0,8.92,0,0.0,4,6.06,18.64,3,3.03,11,3,13,2,1.0,0.01,30,5.5,15185.57,7592.78,125565.74,52.5,Manual aggregation,2021-06-30
DA00272167,2021-04-03,2021,4,2,Saturday,True,H010,Evercare medical center,D15,Urology,Surgical,5,False,2002,Dr. Elena Costa,54,33,61.11,76.8,2,2,0,0.0,9.83,0,0.0,1,5.83,24.0,6,3.35,5,3,5,2,0.15,0.36,30,2.0,2484.63,1242.32,308989.95,42.0,Bi-warehouse,2021-04-07
DA00260887,2025-05-14,2025,5,2,Wednesday,False,H010,Evercare medical center,D08,Obstetrics & gynecology,Surgical,5,True,2017,Dr. Omar Johnson,37,27,72.97,78.73,1,5,1,100.0,12.68,0,0.0,8,5.17,67.68,3,3.68,1,4,3,4,0.04,0.03,86,1.0,14670.2,8362.74,308659.84,0.0,Manual aggregation,2025-05-16
DA00084082,2021-03-27,2021,3,1,Saturday,True,H004,Sunrise health institute,D02,Orthopedics,Surgical,4,True,2008,Dr. Mei Reddy,44,29,65.91,70.92,3,1,1,33.33,11.96,0,0.0,4,4.31,37.33,5,5.68,5,2,8,3,0.17,0.01,60,3.5,24449.03,8149.68,278902.3,53.6,Bi-warehouse,2021-03-30
DA00250600,2022-03-14,2022,3,1,Monday,False,H010,Evercare medical center,D03,Neurology,Non-surgical,2,True,2005,Dr. Emma Garcia,52,41,78.85,81.83,0,2,0,0.0,13.2,0,0.0,5,5.49,95.05,4,3.57,1,1,3,1,0.02,0.09,47,3.3,13396.73,8362.74,545387.93,78.0,Manual aggregation,2022-03-17
DA00213025,2024-04-23,2024,4,2,Tuesday,False,H008,Horizon care hospital,D12,Psychiatry,Non-surgical,3,False,2002,Dr. Grace Ivanov,29,23,79.31,82.57,0,1,0,0.0,9.86,0,0.0,5,4.71,67.68,1,2.32,14,2,12,3,0.61,0.33,47,3.3,13396.73,8362.74,531103.33,79.3,Analytics-etl,2024-04-27
DA00034845,2021-05-31,2021,5,2,Monday,False,H002,Lakeview medical center,D05,Pediatrics,Non-surgical,7,False,2011,Dr. Nadia Kumar,50,33,66.0,73.92,0,2,0,0.0,7.44,0,0.0,5,6.13,67.68,2,0.98,3,1,3,2,0.09,0.65,47,3.3,13396.73,8362.74,127484.66,75.9,Analytics-etl,2021-06-04
DA00174718,2024-06-01,2024,6,2,Saturday,True,H007,Unity regional medical center,D06,General surgery,Surgical,1,True,2016,Dr. Priya Kowalski,55,37,67.27,87.71,2,2,1,50.0,8.48,0,0.0,4,5.87,84.08,4,3.22,4,5,4,4,0.11,0.25,25,3.3,15244.57,7622.28,212429.8,18.2,Bi-warehouse,2024-06-02
DA00076659,2025-11-28,2025,11,4,Friday,False,H003,Riverside community hospital,D12,Psychiatry,Non-surgical,2,False,2008,Dr. Daniel Petrov,23,14,60.87,76.56,0,0,0,0.0,11.65,0,0.0,5,4.19,34.75,1,2.32,10,2,9,3,0.71,0.09,47,3.3,13396.73,8362.74,218886.27,76.7,Analytics-etl,2025-12-01
DA00243767,2023-06-28,2023,6,2,Wednesday,False,H009,Pinecrest general hospital,D14,General medicine,Non-surgical,7,False,2008,Dr. Wei Ali,46,31,67.39,86.54,0,0,0,0.0,13.36,0,0.0,5,3.37,39.02,3,1.47,9,1,10,2,0.29,0.38,47,3.3,13396.73,8362.74,370362.96,76.3,Analytics-etl,2023-07-01
DA00010855,2025-09-21,2025,9,3,Sunday,True,H001,St. mary general hospital,D06,General surgery,Surgical,7,True,2009,Dr. Priya Park,57,34,59.65,76.28,0,2,0,0.0,7.83,0,0.0,5,5.23,67.68,4,5.93,2,5,4,4,0.06,0.12,47,3.3,13396.73,8362.74,93607.2,72.6,Bi-warehouse,2025-09-24
DA00033889,2023-10-18,2023,10,4,Wednesday,False,H002,Lakeview medical center,D04,Oncology,Non-surgical,3,True,2002,Dr. Mei Muller,30,19,63.33,84.93,2,1,0,0.0,10.09,0,0.0,4,5.76,55.56,4,2.83,13,5,13,4,0.68,1.25,34,3.5,15735.59,7867.8,635158.16,53.1,Analytics-etl,2023-10-20
DA00081629,2024-07-08,2024,7,3,Monday,False,H003,Riverside community hospital,D15,Urology,Surgical,6,True,1999,Dr. Elena Brown,45,30,66.67,70.62,1,1,1,100.0,13.33,0,0.0,10,4.57,240.0,1,4.68,6,2,4,3,0.2,1.48,18,5.0,13709.75,13709.75,271037.84,0.0,Analytics-etl,2024-07-12
DA00047058,2024-11-08,2024,11,4,Friday,False,H002,Lakeview medical center,D11,Gastroenterology,Non-surgical,5,False,2009,Dr. Aisha Rossi,49,32,65.31,70.61,0,1,0,0.0,11.18,0,0.0,5,4.83,67.68,1,3.52,5,4,5,4,0.16,0.42,47,3.3,13396.73,8362.74,148879.17,76.0,Analytics-etl,2024-11-09
DA00193137,2024-11-07,2024,11,4,Thursday,False,H008,Horizon care hospital,D01,Cardiology,Non-surgical,6,False,1999,Dr. Nadia Khan,23,17,73.91,82.61,2,0,0,0.0,11.37,0,0.0,2,5.43,25.79,2,0.2,10,2,12,3,0.59,0.84,47,3.0,6610.48,3305.24,455145.18,46.2,Bi-warehouse,2024-11-09
DA00112522,2024-02-10,2024,2,1,Saturday,True,H005,Metro city hospital,D02,Orthopedics,Surgical,6,False,2008,Dr. Omar Khan,55,39,70.91,70.91,1,0,1,100.0,6.6,0,0.0,4,6.07,96.0,1,3.67,6,4,9,4,0.15,0.79,95,3.3,5216.54,5216.54,116091.69,0.0,Analytics-etl,2024-02-13
DA00269010,2022-08-11,2022,8,3,Thursday,False,H010,Evercare medical center,D13,Icu,Critical,1,True,2011,Dr. Noah Chen,23,15,65.22,87.33,0,1,0,0.0,12.14,0,0.0,5,4.16,12.5,1,4.45,8,2,6,3,0.53,0.04,47,3.3,13396.73,8362.74,100184.09,70.2,Bi-warehouse,2022-08-13
DA00065374,2025-01-03,2025,1,1,Friday,False,H003,Riverside community hospital,D06,General surgery,Surgical,3,False,2014,Dr. James Smith,39,27,69.23,80.74,0,1,0,0.0,13.39,0,0.0,5,3.54,67.68,3,1.55,9,5,9,5,0.33,0.07,47,3.3,13396.73,8362.74,434718.25,74.8,Manual aggregation,2025-01-04
DA00262692,2025-04-23,2025,4,2,Wednesday,False,H010,Evercare medical center,D09,Nephrology,Non-surgical,2,False,2011,Dr. Aisha Nguyen,23,16,69.57,84.56,0,1,0,0.0,8.84,0,0.0,5,4.18,91.98,1,4.23,12,4,13,5,0.75,0.52,47,3.3,13396.73,8362.74,193800.95,74.7,Analytics-etl,2025-04-25
DA00085360,2024-09-25,2024,9,3,Wednesday,False,H004,Sunrise health institute,D02,Orthopedics,Surgical,4,True,2008,Dr. Mei Reddy,44,50,113.64,70.92,0,1,0,0.0,11.96,0,0.0,5,4.31,17.84,4,2.58,7,2,8,3,0.14,1.16,47,3.3,13396.73,8362.74,278902.3,70.0,Manual aggregation,2024-09-28
DA00006548,2023-12-06,2023,12,4,Wednesday,False,H001,St. mary general hospital,D04,Oncology,Non-surgical,7,True,2014,Dr. Priya Brown,29,20,68.97,71.28,1,0,1,100.0,8.11,0,0.0,10,4.37,240.0,3,4.18,9,1,9,2,0.45,0.23,47,3.3,19391.45,19391.45,586696.96,0.0,Manual aggregation,2023-12-08
DA00262905,2025-11-22,2025,11,4,Saturday,True,H010,Evercare medical center,D09,Nephrology,Non-surgical,2,False,2011,Dr. Aisha Nguyen,23,14,60.87,84.56,3,1,3,100.0,8.84,1,33.33,7,4.18,88.9,5,5.2,13,6,13,5,0.93,0.1,74,1.0,42137.14,14045.71,193800.95,0.0,Analytics-etl,2025-11-24
