date,hospital_id,hospital_name,department_id,department_name,department_type,total_beds,occupied_beds_count,bed_occupancy_rate_pct,patients_admitted_count,patients_discharged_count,readmission_count,readmission_rate_pct,mortality_count,mortality_rate_pct,avg_length_of_stay_days,avg_treatment_time_hours,transfer_events_count,nurses_on_duty,doctors_on_duty,staff_to_patient_ratio,equipment_downtime_hours,avg_satisfaction_score,department_efficiency_score,external_benchmark_available_beds,external_benchmark_patients_refused
2020-01-14,1,HMIS Hospital,1,Emergency,Clinical,75,22,29.33,3,5,0.0,0.0,,,5.6,,,,,,,,,,
2020-01-15,1,HMIS Hospital,1,Emergency,Clinical,75,25,33.33,8,5,0.0,0.0,,,6.4,,,,,,,,,,
2020-01-16,1,HMIS Hospital,1,Emergency,Clinical,75,23,30.67,3,5,0.0,0.0,,,3.6,,,,,,,,,,
2020-01-17,1,HMIS Hospital,1,Emergency,Clinical,75,25,33.33,7,3,0.0,0.0,,,3.6666666666666665,,,,,,,,,,
2020-01-18,1,HMIS Hospital,1,Emergency,Clinical,75,27,36.0,5,6,0.0,0.0,,,4.0,,,,,,,,,,
2020-01-19,1,HMIS Hospital,1,Emergency,Clinical,75,24,32.0,3,0,,,,,,,,,,,,,,,
2020-01-20,1,HMIS Hospital,1,Emergency,Clinical,75,27,36.0,3,8,0.0,0.0,,,5.125,,,,,,,,,,
2020-01-21,1,HMIS Hospital,1,Emergency,Clinical,75,22,29.33,3,6,0.0,0.0,,,3.0,,,,,,,,,,
2020-01-22,1,HMIS Hospital,1,Emergency,Clinical,75,22,29.33,6,2,0.0,0.0,,,6.5,,,,,,,,,,
2020-01-23,1,HMIS Hospital,1,Emergency,Clinical,75,25,33.33,5,0,,,,,,,,,,,,,,,
2020-01-24,1,HMIS Hospital,1,Emergency,Clinical,75,34,45.33,9,8,0.0,0.0,,,5.125,,,,,,,,,,
2020-01-25,1,HMIS Hospital,1,Emergency,Clinical,75,31,41.33,5,8,0.0,0.0,,,4.0,,,,,,,,,,
2020-01-26,1,HMIS Hospital,1,Emergency,Clinical,75,25,33.33,2,5,0.0,0.0,,,3.4,,,,,,,,,,
2020-01-27,1,HMIS Hospital,1,Emergency,Clinical,75,21,28.0,1,3,0.0,0.0,,,6.666666666666667,,,,,,,,,,
2020-01-28,1,HMIS Hospital,1,Emergency,Clinical,75,23,30.67,5,3,0.0,0.0,,,5.333333333333333,,,,,,,,,,
2020-01-29,1,HMIS Hospital,1,Emergency,Clinical,75,24,32.0,4,3,0.0,0.0,,,6.333333333333333,,,,,,,,,,
2020-01-30,1,HMIS Hospital,1,Emergency,Clinical,75,25,33.33,4,6,0.0,0.0,,,4.166666666666667,,,,,,,,,,
2020-01-31,1,HMIS Hospital,1,Emergency,Clinical,75,23,30.67,4,5,1.0,20.0,,,4.4,,,,,,,,,,
2020-02-01,1,HMIS Hospital,1,Emergency,Clinical,75,22,29.33,4,2,0.0,0.0,,,8.0,,,,,,,,,,
2020-02-02,1,HMIS Hospital,1,Emergency,Clinical,75,23,30.67,3,4,0.0,0.0,,,4.75,,,,,,,,,,
2020-02-03,1,HMIS Hospital,1,Emergency,Clinical,75,20,26.67,1,3,0.0,0.0,,,5.666666666666667,,,,,,,,,,
2020-02-04,1,HMIS Hospital,1,Emergency,Clinical,75,22,29.33,5,2,0.0,0.0,,,6.5,,,,,,,,,,
2020-02-05,1,HMIS Hospital,1,Emergency,Clinical,75,25,33.33,5,5,0.0,0.0,,,5.0,,,,,,,,,,
2020-02-06,1,HMIS Hospital,1,Emergency,Clinical,75,24,32.0,4,2,0.0,0.0,,,5.5,,,,,,,,,,
2020-02-07,1,HMIS Hospital,1,Emergency,Clinical,75,28,37.33,6,8,1.0,12.5,,,4.25,,,,,,,,,,
2020-02-08,1,HMIS Hospital,1,Emergency,Clinical,75,25,33.33,5,1,0.0,0.0,,,9.0,,,,,,,,,,
2020-02-09,1,HMIS Hospital,1,Emergency,Clinical,75,35,46.67,11,3,0.0,0.0,,,2.3333333333333335,,,,,,,,,,
2020-02-10,1,HMIS Hospital,1,Emergency,Clinical,75,34,45.33,2,8,0.0,0.0,,,4.25,,,,,,,,,,
2020-02-11,1,HMIS Hospital,1,Emergency,Clinical,75,31,41.33,5,2,0.0,0.0,,,5.5,,,,,,,,,,
2020-02-12,1,HMIS Hospital,1,Emergency,Clinical,75,32,42.67,3,5,0.0,0.0,,,7.4,,,,,,,,,,
2020-02-13,1,HMIS Hospital,1,Emergency,Clinical,75,30,40.0,3,4,0.0,0.0,,,5.5,,,,,,,,,,
2020-02-14,1,HMIS Hospital,1,Emergency,Clinical,75,29,38.67,3,4,0.0,0.0,,,7.5,,,,,,,,,,
2020-02-15,1,HMIS Hospital,1,Emergency,Clinical,75,28,37.33,3,5,0.0,0.0,,,4.2,,,,,,,,,,
2020-02-16,1,HMIS Hospital,1,Emergency,Clinical,75,29,38.67,6,3,0.0,0.0,,,3.6666666666666665,,,,,,,,,,
2020-02-17,1,HMIS Hospital,1,Emergency,Clinical,75,28,37.33,2,10,1.0,10.0,,,6.0,,,,,,,,,,
2020-02-18,1,HMIS Hospital,1,Emergency,Clinical,75,23,30.67,5,4,0.0,0.0,,,7.25,,,,,,,,,,
2020-02-19,1,HMIS Hospital,1,Emergency,Clinical,75,24,32.0,5,8,1.0,12.5,,,5.375,,,,,,,,,,
2020-02-20,1,HMIS Hospital,1,Emergency,Clinical,75,17,22.67,1,1,0.0,0.0,,,9.0,,,,,,,,,,
2020-02-21,1,HMIS Hospital,1,Emergency,Clinical,75,20,26.67,4,1,0.0,0.0,,,5.0,,,,,,,,,,
2020-02-22,1,HMIS Hospital,1,Emergency,Clinical,75,21,28.0,2,3,0.0,0.0,,,6.333333333333333,,,,,,,,,,
2020-02-23,1,HMIS Hospital,1,Emergency,Clinical,75,21,28.0,3,2,0.0,0.0,,,4.0,,,,,,,,,,
2020-02-24,1,HMIS Hospital,1,Emergency,Clinical,75,24,32.0,5,4,0.0,0.0,,,3.75,,,,,,,,,,
2020-02-25,1,HMIS Hospital,1,Emergency,Clinical,75,25,33.33,5,5,0.0,0.0,,,4.4,,,,,,,,,,
2020-02-26,1,HMIS Hospital,1,Emergency,Clinical,75,24,32.0,4,3,0.0,0.0,,,8.0,,,,,,,,,,
2020-02-27,1,HMIS Hospital,1,Emergency,Clinical,75,26,34.67,5,3,0.0,0.0,,,4.666666666666667,,,,,,,,,,
2020-02-28,1,HMIS Hospital,1,Emergency,Clinical,75,26,34.67,3,6,0.0,0.0,,,6.0,,,,,,,,,,
2020-02-29,1,HMIS Hospital,1,Emergency,Clinical,75,23,30.67,3,3,0.0,0.0,,,6.333333333333333,,,,,,,,,,
2020-03-01,1,HMIS Hospital,1,Emergency,Clinical,75,26,34.67,6,1,0.0,0.0,,,5.0,,,,,,,,,,
2020-03-02,1,HMIS Hospital,1,Emergency,Clinical,75,30,40.0,5,3,0.0,0.0,,,6.0,,,,,,,,,,
2020-03-03,1,HMIS Hospital,1,Emergency,Clinical,75,29,38.67,2,8,0.0,0.0,,,3.625,,,,,,,,,,
2020-03-04,1,HMIS Hospital,1,Emergency,Clinical,75,26,34.67,5,5,0.0,0.0,,,5.2,,,,,,,,,,
2020-03-05,1,HMIS Hospital,1,Emergency,Clinical,75,25,33.33,4,4,0.0,0.0,,,4.25,,,,,,,,,,
2020-03-06,1,HMIS Hospital,1,Emergency,Clinical,75,22,29.33,1,5,0.0,0.0,,,7.6,,,,,,,,,,
2020-03-07,1,HMIS Hospital,1,Emergency,Clinical,75,20,26.67,3,2,0.0,0.0,,,7.0,,,,,,,,,,
2020-03-08,1,HMIS Hospital,1,Emergency,Clinical,75,19,25.33,1,3,0.0,0.0,,,3.3333333333333335,,,,,,,,,,
2020-03-09,1,HMIS Hospital,1,Emergency,Clinical,75,20,26.67,4,4,0.0,0.0,,,8.5,,,,,,,,,,
2020-03-10,1,HMIS Hospital,1,Emergency,Clinical,75,21,28.0,5,3,0.0,0.0,,,2.6666666666666665,,,,,,,,,,
2020-03-11,1,HMIS Hospital,1,Emergency,Clinical,75,19,25.33,1,6,0.0,0.0,,,5.0,,,,,,,,,,
2020-03-12,1,HMIS Hospital,1,Emergency,Clinical,75,17,22.67,4,5,0.0,0.0,,,5.4,,,,,,,,,,
2020-03-13,1,HMIS Hospital,1,Emergency,Clinical,75,18,24.0,6,0,,,,,,,,,,,,,,,
2020-03-14,1,HMIS Hospital,1,Emergency,Clinical,75,23,30.67,5,3,0.0,0.0,,,6.666666666666667,,,,,,,,,,
2020-03-15,1,HMIS Hospital,1,Emergency,Clinical,75,24,32.0,4,5,0.0,0.0,,,3.2,,,,,,,,,,
2020-03-16,1,HMIS Hospital,1,Emergency,Clinical,75,23,30.67,4,7,0.0,0.0,,,2.7142857142857144,,,,,,,,,,
2020-03-17,1,HMIS Hospital,1,Emergency,Clinical,75,21,28.0,5,2,0.0,0.0,,,7.5,,,,,,,,,,
2020-03-18,1,HMIS Hospital,1,Emergency,Clinical,75,20,26.67,1,5,0.0,0.0,,,2.4,,,,,,,,,,
2020-03-19,1,HMIS Hospital,1,Emergency,Clinical,75,19,25.33,4,3,0.0,0.0,,,7.333333333333333,,,,,,,,,,
2020-03-20,1,HMIS Hospital,1,Emergency,Clinical,75,22,29.33,6,6,0.0,0.0,,,4.166666666666667,,,,,,,,,,
2020-03-21,1,HMIS Hospital,1,Emergency,Clinical,75,20,26.67,4,2,0.0,0.0,,,8.0,,,,,,,,,,
2020-03-22,1,HMIS Hospital,1,Emergency,Clinical,75,23,30.67,5,1,0.0,0.0,,,3.0,,,,,,,,,,
2020-03-23,1,HMIS Hospital,1,Emergency,Clinical,75,30,40.0,8,4,0.0,0.0,,,4.25,,,,,,,,,,
2020-03-24,1,HMIS Hospital,1,Emergency,Clinical,75,30,40.0,4,4,0.0,0.0,,,4.0,,,,,,,,,,
2020-03-25,1,HMIS Hospital,1,Emergency,Clinical,75,29,38.67,3,4,0.0,0.0,,,4.0,,,,,,,,,,
2020-03-26,1,HMIS Hospital,1,Emergency,Clinical,75,27,36.0,2,8,0.0,0.0,,,5.375,,,,,,,,,,
2020-03-27,1,HMIS Hospital,1,Emergency,Clinical,75,22,29.33,3,4,0.0,0.0,,,4.5,,,,,,,,,,
2020-03-28,1,HMIS Hospital,1,Emergency,Clinical,75,21,28.0,3,1,0.0,0.0,,,8.0,,,,,,,,,,
2020-03-29,1,HMIS Hospital,1,Emergency,Clinical,75,23,30.67,3,3,0.0,0.0,,,7.0,,,,,,,,,,
2020-03-30,1,HMIS Hospital,1,Emergency,Clinical,75,20,26.67,0,3,0.0,0.0,,,8.0,,,,,,,,,,
2020-03-31,1,HMIS Hospital,1,Emergency,Clinical,75,20,26.67,3,5,0.0,0.0,,,5.4,,,,,,,,,,
2020-04-01,1,HMIS Hospital,1,Emergency,Clinical,75,20,26.67,5,4,0.0,0.0,,,5.75,,,,,,,,,,
2020-04-02,1,HMIS Hospital,1,Emergency,Clinical,75,17,22.67,1,1,0.0,0.0,,,9.0,,,,,,,,,,
2020-04-03,1,HMIS Hospital,1,Emergency,Clinical,75,20,26.67,4,6,0.0,0.0,,,4.833333333333333,,,,,,,,,,
2020-04-04,1,HMIS Hospital,1,Emergency,Clinical,75,16,21.33,2,2,0.0,0.0,,,4.5,,,,,,,,,,
2020-04-05,1,HMIS Hospital,1,Emergency,Clinical,75,19,25.33,5,4,0.0,0.0,,,5.75,,,,,,,,,,
2020-04-06,1,HMIS Hospital,1,Emergency,Clinical,75,20,26.67,5,2,0.0,0.0,,,6.0,,,,,,,,,,
2020-04-07,1,HMIS Hospital,1,Emergency,Clinical,75,25,33.33,7,3,0.0,0.0,,,5.666666666666667,,,,,,,,,,
2020-04-08,1,HMIS Hospital,1,Emergency,Clinical,75,26,34.67,4,2,0.0,0.0,,,2.5,,,,,,,,,,
2020-04-09,1,HMIS Hospital,1,Emergency,Clinical,75,29,38.67,5,4,1.0,25.0,,,3.75,,,,,,,,,,
2020-04-10,1,HMIS Hospital,1,Emergency,Clinical,75,29,38.67,4,4,0.0,0.0,,,4.75,,,,,,,,,,
2020-04-11,1,HMIS Hospital,1,Emergency,Clinical,75,30,40.0,5,7,0.0,0.0,,,3.857142857142857,,,,,,,,,,
2020-04-12,1,HMIS Hospital,1,Emergency,Clinical,75,25,33.33,2,6,0.0,0.0,,,4.833333333333333,,,,,,,,,,
2020-04-13,1,HMIS Hospital,1,Emergency,Clinical,75,22,29.33,3,4,0.0,0.0,,,4.25,,,,,,,,,,
2020-04-14,1,HMIS Hospital,1,Emergency,Clinical,75,20,26.67,2,8,0.0,0.0,,,6.375,,,,,,,,,,
2020-04-15,1,HMIS Hospital,1,Emergency,Clinical,75,16,21.33,4,2,0.0,0.0,,,5.5,,,,,,,,,,
2020-04-16,1,HMIS Hospital,1,Emergency,Clinical,75,21,28.0,7,6,0.0,0.0,,,4.666666666666667,,,,,,,,,,
2020-04-17,1,HMIS Hospital,1,Emergency,Clinical,75,18,24.0,3,3,0.0,0.0,,,3.0,,,,,,,,,,
2020-04-18,1,HMIS Hospital,1,Emergency,Clinical,75,18,24.0,3,3,0.0,0.0,,,4.333333333333333,,,,,,,,,,
2020-04-19,1,HMIS Hospital,1,Emergency,Clinical,75,20,26.67,5,3,1.0,33.33,,,3.3333333333333335,,,,,,,,,,
2020-04-20,1,HMIS Hospital,1,Emergency,Clinical,75,21,28.0,4,3,0.0,0.0,,,1.0,,,,,,,,,,
2020-04-21,1,HMIS Hospital,1,Emergency,Clinical,75,20,26.67,2,5,0.0,0.0,,,5.4,,,,,,,,,,
2020-04-22,1,HMIS Hospital,1,Emergency,Clinical,75,20,26.67,5,1,0.0,0.0,,,4.0,,,,,,,,,,
2020-04-23,1,HMIS Hospital,1,Emergency,Clinical,75,24,32.0,5,5,0.0,0.0,,,4.0,,,,,,,,,,
2020-04-24,1,HMIS Hospital,1,Emergency,Clinical,75,25,33.33,6,5,0.0,0.0,,,3.8,,,,,,,,,,
2020-04-25,1,HMIS Hospital,1,Emergency,Clinical,75,25,33.33,5,3,0.0,0.0,,,5.333333333333333,,,,,,,,,,
2020-04-26,1,HMIS Hospital,1,Emergency,Clinical,75,25,33.33,3,3,0.0,0.0,,,4.666666666666667,,,,,,,,,,
2020-04-27,1,HMIS Hospital,1,Emergency,Clinical,75,26,34.67,4,2,0.0,0.0,,,3.5,,,,,,,,,,
2020-04-28,1,HMIS Hospital,1,Emergency,Clinical,75,27,36.0,3,7,0.0,0.0,,,5.428571428571429,,,,,,,,,,
2020-04-29,1,HMIS Hospital,1,Emergency,Clinical,75,23,30.67,3,0,,,,,,,,,,,,,,,
2020-04-30,1,HMIS Hospital,1,Emergency,Clinical,75,26,34.67,3,4,0.0,0.0,,,5.0,,,,,,,,,,
2020-05-01,1,HMIS Hospital,1,Emergency,Clinical,75,24,32.0,2,4,0.0,0.0,,,6.0,,,,,,,,,,
2020-05-02,1,HMIS Hospital,1,Emergency,Clinical,75,24,32.0,4,7,1.0,14.29,,,7.285714285714286,,,,,,,,,,
2020-05-03,1,HMIS Hospital,1,Emergency,Clinical,75,20,26.67,3,3,1.0,33.33,,,5.333333333333333,,,,,,,,,,
2020-05-04,1,HMIS Hospital,1,Emergency,Clinical,75,21,28.0,4,3,0.0,0.0,,,7.0,,,,,,,,,,
2020-05-05,1,HMIS Hospital,1,Emergency,Clinical,75,20,26.67,2,4,0.0,0.0,,,4.25,,,,,,,,,,
2020-05-06,1,HMIS Hospital,1,Emergency,Clinical,75,20,26.67,4,2,0.0,0.0,,,5.5,,,,,,,,,,
2020-05-07,1,HMIS Hospital,1,Emergency,Clinical,75,23,30.67,5,5,0.0,0.0,,,4.2,,,,,,,,,,
2020-05-08,1,HMIS Hospital,1,Emergency,Clinical,75,18,24.0,0,3,0.0,0.0,,,7.0,,,,,,,,,,
2020-05-09,1,HMIS Hospital,1,Emergency,Clinical,75,16,21.33,1,4,0.0,0.0,,,5.5,,,,,,,,,,
2020-05-10,1,HMIS Hospital,1,Emergency,Clinical,75,13,17.33,1,4,0.0,0.0,,,5.25,,,,,,,,,,
2020-05-11,1,HMIS Hospital,1,Emergency,Clinical,75,14,18.67,5,2,0.0,0.0,,,8.5,,,,,,,,,,
2020-05-12,1,HMIS Hospital,1,Emergency,Clinical,75,17,22.67,5,0,,,,,,,,,,,,,,,
2020-05-13,1,HMIS Hospital,1,Emergency,Clinical,75,19,25.33,2,2,0.0,0.0,,,4.0,,,,,,,,,,
2020-05-14,1,HMIS Hospital,1,Emergency,Clinical,75,18,24.0,1,5,0.0,0.0,,,3.2,,,,,,,,,,
2020-05-15,1,HMIS Hospital,1,Emergency,Clinical,75,20,26.67,7,4,0.0,0.0,,,5.5,,,,,,,,,,
2020-05-16,1,HMIS Hospital,1,Emergency,Clinical,75,22,29.33,6,3,0.0,0.0,,,7.333333333333333,,,,,,,,,,
2020-05-17,1,HMIS Hospital,1,Emergency,Clinical,75,25,33.33,6,4,0.0,0.0,,,3.25,,,,,,,,,,
2020-05-18,1,HMIS Hospital,1,Emergency,Clinical,75,29,38.67,8,4,0.0,0.0,,,3.75,,,,,,,,,,
2020-05-19,1,HMIS Hospital,1,Emergency,Clinical,75,28,37.33,3,4,0.0,0.0,,,1.75,,,,,,,,,,
2020-05-20,1,HMIS Hospital,1,Emergency,Clinical,75,32,42.67,8,4,0.0,0.0,,,6.0,,,,,,,,,,
2020-05-21,1,HMIS Hospital,1,Emergency,Clinical,75,32,42.67,4,3,0.0,0.0,,,3.0,,,,,,,,,,
2020-05-22,1,HMIS Hospital,1,Emergency,Clinical,75,34,45.33,5,9,1.0,11.11,,,3.888888888888889,,,,,,,,,,
2020-05-23,1,HMIS Hospital,1,Emergency,Clinical,75,30,40.0,5,7,0.0,0.0,,,5.0,,,,,,,,,,
2020-05-24,1,HMIS Hospital,1,Emergency,Clinical,75,27,36.0,4,5,0.0,0.0,,,4.0,,,,,,,,,,
2020-05-25,1,HMIS Hospital,1,Emergency,Clinical,75,24,32.0,2,8,0.0,0.0,,,5.125,,,,,,,,,,
2020-05-26,1,HMIS Hospital,1,Emergency,Clinical,75,18,24.0,2,2,0.0,0.0,,,3.0,,,,,,,,,,
2020-05-27,1,HMIS Hospital,1,Emergency,Clinical,75,19,25.33,3,4,0.0,0.0,,,6.0,,,,,,,,,,
2020-05-28,1,HMIS Hospital,1,Emergency,Clinical,75,17,22.67,2,4,0.0,0.0,,,7.75,,,,,,,,,,
2020-05-29,1,HMIS Hospital,1,Emergency,Clinical,75,15,20.0,2,0,,,,,,,,,,,,,,,
2020-05-30,1,HMIS Hospital,1,Emergency,Clinical,75,15,20.0,0,2,0.0,0.0,,,3.5,,,,,,,,,,
2020-05-31,1,HMIS Hospital,1,Emergency,Clinical,75,18,24.0,5,3,0.0,0.0,,,7.333333333333333,,,,,,,,,,
2020-06-01,1,HMIS Hospital,1,Emergency,Clinical,75,19,25.33,4,2,0.0,0.0,,,7.5,,,,,,,,,,
2020-06-02,1,HMIS Hospital,1,Emergency,Clinical,75,21,28.0,4,2,0.0,0.0,,,6.0,,,,,,,,,,
2020-06-03,1,HMIS Hospital,1,Emergency,Clinical,75,23,30.67,4,1,0.0,0.0,,,1.0,,,,,,,,,,
2020-06-04,1,HMIS Hospital,1,Emergency,Clinical,75,25,33.33,3,9,0.0,0.0,,,6.0,,,,,,,,,,
2020-06-05,1,HMIS Hospital,1,Emergency,Clinical,75,22,29.33,6,4,0.0,0.0,,,4.5,,,,,,,,,,
2020-06-06,1,HMIS Hospital,1,Emergency,Clinical,75,19,25.33,1,4,0.0,0.0,,,4.0,,,,,,,,,,
2020-06-07,1,HMIS Hospital,1,Emergency,Clinical,75,19,25.33,4,5,0.0,0.0,,,2.8,,,,,,,,,,
2020-06-08,1,HMIS Hospital,1,Emergency,Clinical,75,22,29.33,8,7,0.0,0.0,,,5.285714285714286,,,,,,,,,,
2020-06-09,1,HMIS Hospital,1,Emergency,Clinical,75,22,29.33,7,1,0.0,0.0,,,7.0,,,,,,,,,,
2020-06-10,1,HMIS Hospital,1,Emergency,Clinical,75,26,34.67,5,2,0.0,0.0,,,2.0,,,,,,,,,,
2020-06-11,1,HMIS Hospital,1,Emergency,Clinical,75,28,37.33,4,3,1.0,33.33,,,2.6666666666666665,,,,,,,,,,
2020-06-12,1,HMIS Hospital,1,Emergency,Clinical,75,26,34.67,1,6,0.0,0.0,,,4.166666666666667,,,,,,,,,,
2020-06-13,1,HMIS Hospital,1,Emergency,Clinical,75,25,33.33,5,6,0.0,0.0,,,4.166666666666667,,,,,,,,,,
2020-06-14,1,HMIS Hospital,1,Emergency,Clinical,75,23,30.67,4,5,0.0,0.0,,,4.4,,,,,,,,,,
2020-06-15,1,HMIS Hospital,1,Emergency,Clinical,75,24,32.0,6,2,0.0,0.0,,,4.0,,,,,,,,,,
2020-06-16,1,HMIS Hospital,1,Emergency,Clinical,75,29,38.67,7,5,0.0,0.0,,,4.6,,,,,,,,,,
2020-06-17,1,HMIS Hospital,1,Emergency,Clinical,75,30,40.0,6,6,0.0,0.0,,,5.833333333333333,,,,,,,,,,
2020-06-18,1,HMIS Hospital,1,Emergency,Clinical,75,30,40.0,6,5,0.0,0.0,,,3.0,,,,,,,,,,
2020-06-19,1,HMIS Hospital,1,Emergency,Clinical,75,27,36.0,2,5,0.0,0.0,,,3.8,,,,,,,,,,
2020-06-20,1,HMIS Hospital,1,Emergency,Clinical,75,28,37.33,6,6,0.0,0.0,,,4.0,,,,,,,,,,
2020-06-21,1,HMIS Hospital,1,Emergency,Clinical,75,29,38.67,7,5,0.0,0.0,,,4.4,,,,,,,,,,
2020-06-22,1,HMIS Hospital,1,Emergency,Clinical,75,28,37.33,4,5,0.0,0.0,,,4.2,,,,,,,,,,
2020-06-23,1,HMIS Hospital,1,Emergency,Clinical,75,27,36.0,4,4,0.0,0.0,,,5.5,,,,,,,,,,
2020-06-24,1,HMIS Hospital,1,Emergency,Clinical,75,27,36.0,4,5,0.0,0.0,,,5.2,,,,,,,,,,
2020-06-25,1,HMIS Hospital,1,Emergency,Clinical,75,30,40.0,8,4,1.0,25.0,,,5.0,,,,,,,,,,
2020-06-26,1,HMIS Hospital,1,Emergency,Clinical,75,27,36.0,1,5,0.0,0.0,,,4.8,,,,,,,,,,
2020-06-27,1,HMIS Hospital,1,Emergency,Clinical,75,22,29.33,0,6,0.0,0.0,,,4.166666666666667,,,,,,,,,,
2020-06-28,1,HMIS Hospital,1,Emergency,Clinical,75,21,28.0,5,6,0.0,0.0,,,5.166666666666667,,,,,,,,,,
2020-06-29,1,HMIS Hospital,1,Emergency,Clinical,75,17,22.67,2,4,0.0,0.0,,,2.75,,,,,,,,,,
2020-06-30,1,HMIS Hospital,1,Emergency,Clinical,75,15,20.0,2,6,0.0,0.0,,,6.0,,,,,,,,,,
2020-07-01,1,HMIS Hospital,1,Emergency,Clinical,75,16,21.33,7,1,0.0,0.0,,,1.0,,,,,,,,,,
2020-07-02,1,HMIS Hospital,1,Emergency,Clinical,75,17,22.67,2,1,0.0,0.0,,,9.0,,,,,,,,,,
2020-07-03,1,HMIS Hospital,1,Emergency,Clinical,75,18,24.0,2,5,1.0,20.0,,,5.2,,,,,,,,,,
2020-07-04,1,HMIS Hospital,1,Emergency,Clinical,75,20,26.67,7,3,0.0,0.0,,,3.3333333333333335,,,,,,,,,,
2020-07-05,1,HMIS Hospital,1,Emergency,Clinical,75,20,26.67,3,2,0.0,0.0,,,6.0,,,,,,,,,,
2020-07-06,1,HMIS Hospital,1,Emergency,Clinical,75,24,32.0,6,4,0.0,0.0,,,4.25,,,,,,,,,,
2020-07-07,1,HMIS Hospital,1,Emergency,Clinical,75,22,29.33,2,4,0.0,0.0,,,5.5,,,,,,,,,,
2020-07-08,1,HMIS Hospital,1,Emergency,Clinical,75,22,29.33,4,6,0.0,0.0,,,3.8333333333333335,,,,,,,,,,
2020-07-09,1,HMIS Hospital,1,Emergency,Clinical,75,18,24.0,2,1,0.0,0.0,,,3.0,,,,,,,,,,
2020-07-10,1,HMIS Hospital,1,Emergency,Clinical,75,18,24.0,1,1,0.0,0.0,,,3.0,,,,,,,,,,
2020-07-11,1,HMIS Hospital,1,Emergency,Clinical,75,17,22.67,0,1,0.0,0.0,,,7.0,,,,,,,,,,
2020-07-12,1,HMIS Hospital,1,Emergency,Clinical,75,20,26.67,4,5,0.0,0.0,,,7.0,,,,,,,,,,
2020-07-13,1,HMIS Hospital,1,Emergency,Clinical,75,18,24.0,3,6,0.0,0.0,,,5.333333333333333,,,,,,,,,,
2020-07-14,1,HMIS Hospital,1,Emergency,Clinical,75,19,25.33,7,1,0.0,0.0,,,2.0,,,,,,,,,,
2020-07-15,1,HMIS Hospital,1,Emergency,Clinical,75,25,33.33,7,5,0.0,0.0,,,4.8,,,,,,,,,,
2020-07-16,1,HMIS Hospital,1,Emergency,Clinical,75,21,28.0,1,1,0.0,0.0,,,10.0,,,,,,,,,,
2020-07-17,1,HMIS Hospital,1,Emergency,Clinical,75,23,30.67,3,2,0.0,0.0,,,3.5,,,,,,,,,,
2020-07-18,1,HMIS Hospital,1,Emergency,Clinical,75,24,32.0,3,7,0.0,0.0,,,4.428571428571429,,,,,,,,,,
2020-07-19,1,HMIS Hospital,1,Emergency,Clinical,75,19,25.33,2,2,0.0,0.0,,,7.0,,,,,,,,,,
2020-07-20,1,HMIS Hospital,1,Emergency,Clinical,75,20,26.67,3,2,0.0,0.0,,,4.0,,,,,,,,,,
2020-07-21,1,HMIS Hospital,1,Emergency,Clinical,75,21,28.0,3,5,0.0,0.0,,,4.6,,,,,,,,,,
