hospital_id,hospital_name,date,year,quarter,month,month_name,day_of_week,department_id,department_name,department_type,total_beds,admissions_count,discharges_count,estimated_census,bed_occupancy_rate_pct,readmission_count,readmission_rate_pct,avg_length_of_stay_days,total_bill_amount,avg_bill_amount,diagnostic_test_count,doctor_headcount,nurse_headcount,staff_to_patient_ratio,department_efficiency_score
1,HMIS Hospital,2020-02-16,2020,1,2,February,Sunday,1,Emergency,Clinical,75,6,3,26,34.67,0,0.0,3.6666666666666665,276904.0,46150.67,0,13,6,0.731,66.53
1,HMIS Hospital,2020-02-17,2020,1,2,February,Monday,1,Emergency,Clinical,75,2,10,18,24.0,0,0.0,6.0,54974.0,27487.0,0,13,6,1.056,57.6
1,HMIS Hospital,2020-02-18,2020,1,2,February,Tuesday,1,Emergency,Clinical,75,5,4,19,25.33,0,0.0,7.25,200796.0,40159.2,0,13,6,1.0,55.63
1,HMIS Hospital,2020-02-19,2020,1,2,February,Wednesday,1,Emergency,Clinical,75,5,8,16,21.33,0,0.0,5.375,221331.0,44266.2,0,13,6,1.188,57.78
1,HMIS Hospital,2020-02-20,2020,1,2,February,Thursday,1,Emergency,Clinical,75,1,1,16,21.33,0,0.0,9.0,21698.0,21698.0,0,13,6,1.188,50.53
1,HMIS Hospital,2020-02-21,2020,1,2,February,Friday,1,Emergency,Clinical,75,4,1,19,25.33,0,0.0,5.0,99854.0,24963.5,0,13,6,1.0,60.13
1,HMIS Hospital,2020-02-22,2020,1,2,February,Saturday,1,Emergency,Clinical,75,2,3,18,24.0,0,0.0,6.333333333333333,21522.0,10761.0,0,13,6,1.056,56.93
1,HMIS Hospital,2020-02-23,2020,1,2,February,Sunday,1,Emergency,Clinical,75,3,2,19,25.33,0,0.0,4.0,131099.0,43699.67,0,13,6,1.0,62.13
1,HMIS Hospital,2020-02-24,2020,1,2,February,Monday,1,Emergency,Clinical,75,5,4,20,26.67,0,0.0,3.75,135246.0,27049.2,0,13,6,0.95,63.17
1,HMIS Hospital,2020-02-25,2020,1,2,February,Tuesday,1,Emergency,Clinical,75,5,5,20,26.67,0,0.0,4.4,235048.0,47009.6,0,13,6,0.95,61.87
1,HMIS Hospital,2020-02-26,2020,1,2,February,Wednesday,1,Emergency,Clinical,75,4,3,21,28.0,0,0.0,8.0,95413.0,23853.25,0,13,6,0.905,55.2
1,HMIS Hospital,2020-02-27,2020,1,2,February,Thursday,1,Emergency,Clinical,75,5,3,23,30.67,0,0.0,4.666666666666667,181051.0,36210.2,0,13,6,0.826,62.93
1,HMIS Hospital,2020-02-28,2020,1,2,February,Friday,1,Emergency,Clinical,75,3,6,20,26.67,0,0.0,6.0,140500.0,46833.33,0,13,6,0.95,58.67
1,HMIS Hospital,2020-02-29,2020,1,2,February,Saturday,1,Emergency,Clinical,75,3,3,20,26.67,0,0.0,6.333333333333333,178116.0,59372.0,0,13,6,0.95,58.0
1,HMIS Hospital,2020-03-01,2020,1,3,March,Sunday,1,Emergency,Clinical,75,6,1,25,33.33,0,0.0,5.0,276836.0,46139.33,0,13,6,0.76,63.33
1,HMIS Hospital,2020-03-02,2020,1,3,March,Monday,1,Emergency,Clinical,75,5,3,27,36.0,0,0.0,6.0,175757.0,35151.4,0,13,6,0.704,62.4
1,HMIS Hospital,2020-03-03,2020,1,3,March,Tuesday,1,Emergency,Clinical,75,2,8,21,28.0,0,0.0,3.625,73642.0,36821.0,0,13,6,0.905,63.95
1,HMIS Hospital,2020-03-04,2020,1,3,March,Wednesday,1,Emergency,Clinical,75,5,5,21,28.0,0,0.0,5.2,179512.0,35902.4,0,13,6,0.905,60.8
1,HMIS Hospital,2020-03-05,2020,1,3,March,Thursday,1,Emergency,Clinical,75,4,4,21,28.0,0,0.0,4.25,183193.0,45798.25,0,13,6,0.905,62.7
1,HMIS Hospital,2020-03-06,2020,1,3,March,Friday,1,Emergency,Clinical,75,1,5,17,22.67,0,0.0,7.6,81840.0,81840.0,0,13,6,1.118,53.87
1,HMIS Hospital,2020-03-07,2020,1,3,March,Saturday,1,Emergency,Clinical,75,3,2,18,24.0,0,0.0,7.0,94902.0,31634.0,0,13,6,1.056,55.6
1,HMIS Hospital,2020-03-08,2020,1,3,March,Sunday,1,Emergency,Clinical,75,1,3,16,21.33,0,0.0,3.3333333333333335,31557.0,31557.0,0,13,6,1.188,61.87
1,HMIS Hospital,2020-03-09,2020,1,3,March,Monday,1,Emergency,Clinical,75,4,4,16,21.33,0,0.0,8.5,59777.0,14944.25,0,13,6,1.188,51.53
1,HMIS Hospital,2020-03-10,2020,1,3,March,Tuesday,1,Emergency,Clinical,75,5,3,18,24.0,0,0.0,2.6666666666666665,141307.0,28261.4,0,13,6,1.056,64.27
1,HMIS Hospital,2020-03-11,2020,1,3,March,Wednesday,1,Emergency,Clinical,75,1,6,13,17.33,0,0.0,5.0,19459.0,19459.0,0,13,6,1.462,56.93
1,HMIS Hospital,2020-03-12,2020,1,3,March,Thursday,1,Emergency,Clinical,75,4,5,12,16.0,0,0.0,5.4,166940.0,41735.0,0,13,6,1.583,55.6
1,HMIS Hospital,2020-03-13,2020,1,3,March,Friday,1,Emergency,Clinical,75,6,0,18,24.0,0,0.0,,215921.0,35986.83,0,13,6,1.056,
1,HMIS Hospital,2020-03-14,2020,1,3,March,Saturday,1,Emergency,Clinical,75,5,3,20,26.67,0,0.0,6.666666666666667,145144.0,29028.8,0,13,6,0.95,57.33
1,HMIS Hospital,2020-03-15,2020,1,3,March,Sunday,1,Emergency,Clinical,75,4,5,19,25.33,0,0.0,3.2,127900.0,31975.0,0,13,6,1.0,63.73
1,HMIS Hospital,2020-03-16,2020,1,3,March,Monday,1,Emergency,Clinical,75,4,7,16,21.33,0,0.0,2.7142857142857144,192969.0,48242.25,0,13,6,1.188,63.1
1,HMIS Hospital,2020-03-17,2020,1,3,March,Tuesday,1,Emergency,Clinical,75,5,2,19,25.33,0,0.0,7.5,201578.0,40315.6,0,13,6,1.0,55.13
1,HMIS Hospital,2020-03-18,2020,1,3,March,Wednesday,1,Emergency,Clinical,75,1,5,15,20.0,0,0.0,2.4,50166.0,50166.0,0,13,6,1.267,63.2
1,HMIS Hospital,2020-03-19,2020,1,3,March,Thursday,1,Emergency,Clinical,75,4,3,16,21.33,0,0.0,7.333333333333333,171729.0,42932.25,0,13,6,1.188,53.87
1,HMIS Hospital,2020-03-20,2020,1,3,March,Friday,1,Emergency,Clinical,75,6,6,16,21.33,0,0.0,4.166666666666667,159017.0,26502.83,0,13,6,1.188,60.2
1,HMIS Hospital,2020-03-21,2020,1,3,March,Saturday,1,Emergency,Clinical,75,4,2,18,24.0,0,0.0,8.0,171798.0,42949.5,0,13,6,1.056,53.6
1,HMIS Hospital,2020-03-22,2020,1,3,March,Sunday,1,Emergency,Clinical,75,5,1,22,29.33,0,0.0,3.0,213398.0,42679.6,0,13,6,0.864,65.73
1,HMIS Hospital,2020-03-23,2020,1,3,March,Monday,1,Emergency,Clinical,75,8,4,26,34.67,0,0.0,4.25,346111.0,43263.88,0,13,6,0.731,65.37
1,HMIS Hospital,2020-03-24,2020,1,3,March,Tuesday,1,Emergency,Clinical,75,4,4,26,34.67,0,0.0,4.0,102835.0,25708.75,0,13,6,0.731,65.87
1,HMIS Hospital,2020-03-25,2020,1,3,March,Wednesday,1,Emergency,Clinical,75,3,4,25,33.33,0,0.0,4.0,80416.0,26805.33,0,13,6,0.76,65.33
1,HMIS Hospital,2020-03-26,2020,1,3,March,Thursday,1,Emergency,Clinical,75,2,8,19,25.33,0,0.0,5.375,103839.0,51919.5,0,13,6,1.0,59.38
1,HMIS Hospital,2020-03-27,2020,1,3,March,Friday,1,Emergency,Clinical,75,3,4,18,24.0,0,0.0,4.5,103796.0,34598.67,0,13,6,1.056,60.6
1,HMIS Hospital,2020-03-28,2020,1,3,March,Saturday,1,Emergency,Clinical,75,3,1,20,26.67,0,0.0,8.0,91716.0,30572.0,0,13,6,0.95,54.67
1,HMIS Hospital,2020-03-29,2020,1,3,March,Sunday,1,Emergency,Clinical,75,3,3,20,26.67,0,0.0,7.0,79231.0,26410.33,0,13,6,0.95,56.67
1,HMIS Hospital,2020-03-30,2020,1,3,March,Monday,1,Emergency,Clinical,75,0,3,17,22.67,0,,8.0,0.0,0.0,0,13,6,1.118,
1,HMIS Hospital,2020-03-31,2020,1,3,March,Tuesday,1,Emergency,Clinical,75,3,5,15,20.0,0,0.0,5.4,93154.0,31051.33,0,13,6,1.267,57.2
1,HMIS Hospital,2020-04-01,2020,2,4,April,Wednesday,1,Emergency,Clinical,75,5,4,16,21.33,0,0.0,5.75,254964.0,50992.8,0,13,6,1.188,57.03
1,HMIS Hospital,2020-04-02,2020,2,4,April,Thursday,1,Emergency,Clinical,75,1,1,16,21.33,0,0.0,9.0,62703.0,62703.0,0,13,6,1.188,50.53
1,HMIS Hospital,2020-04-03,2020,2,4,April,Friday,1,Emergency,Clinical,75,4,6,14,18.67,0,0.0,4.833333333333333,143600.0,35900.0,0,13,6,1.357,57.8
1,HMIS Hospital,2020-04-04,2020,2,4,April,Saturday,1,Emergency,Clinical,75,2,2,14,18.67,0,0.0,4.5,51580.0,25790.0,0,13,6,1.357,58.47
1,HMIS Hospital,2020-04-05,2020,2,4,April,Sunday,1,Emergency,Clinical,75,5,4,15,20.0,0,0.0,5.75,178711.0,35742.2,0,13,6,1.267,56.5
1,HMIS Hospital,2020-04-06,2020,2,4,April,Monday,1,Emergency,Clinical,75,5,2,18,24.0,1,20.0,6.0,124698.0,24939.6,0,13,6,1.056,51.6
1,HMIS Hospital,2020-04-07,2020,2,4,April,Tuesday,1,Emergency,Clinical,75,7,3,22,29.33,0,0.0,5.666666666666667,333885.0,47697.86,0,13,6,0.864,60.4
1,HMIS Hospital,2020-04-08,2020,2,4,April,Wednesday,1,Emergency,Clinical,75,4,2,24,32.0,0,0.0,2.5,155763.0,38940.75,0,13,6,0.792,67.8
1,HMIS Hospital,2020-04-09,2020,2,4,April,Thursday,1,Emergency,Clinical,75,5,4,25,33.33,0,0.0,3.75,176907.0,35381.4,0,13,6,0.76,65.83
1,HMIS Hospital,2020-04-10,2020,2,4,April,Friday,1,Emergency,Clinical,75,4,4,25,33.33,0,0.0,4.75,114985.0,28746.25,0,13,6,0.76,63.83
1,HMIS Hospital,2020-04-11,2020,2,4,April,Saturday,1,Emergency,Clinical,75,5,7,23,30.67,0,0.0,3.857142857142857,137291.0,27458.2,0,13,6,0.826,64.55
1,HMIS Hospital,2020-04-12,2020,2,4,April,Sunday,1,Emergency,Clinical,75,2,6,19,25.33,0,0.0,4.833333333333333,70231.0,35115.5,0,13,6,1.0,60.47
1,HMIS Hospital,2020-04-13,2020,2,4,April,Monday,1,Emergency,Clinical,75,3,4,18,24.0,0,0.0,4.25,46840.0,15613.33,0,13,6,1.056,61.1
1,HMIS Hospital,2020-04-14,2020,2,4,April,Tuesday,1,Emergency,Clinical,75,2,8,12,16.0,0,0.0,6.375,87020.0,43510.0,0,13,6,1.583,53.65
1,HMIS Hospital,2020-04-15,2020,2,4,April,Wednesday,1,Emergency,Clinical,75,4,2,14,18.67,0,0.0,5.5,179115.0,44778.75,0,13,6,1.357,56.47
1,HMIS Hospital,2020-04-16,2020,2,4,April,Thursday,1,Emergency,Clinical,75,7,6,15,20.0,1,14.29,4.666666666666667,234629.0,33518.43,0,13,6,1.267,54.38
1,HMIS Hospital,2020-04-17,2020,2,4,April,Friday,1,Emergency,Clinical,75,3,3,15,20.0,0,0.0,3.0,71719.0,23906.33,0,13,6,1.267,62.0
1,HMIS Hospital,2020-04-18,2020,2,4,April,Saturday,1,Emergency,Clinical,75,3,3,15,20.0,0,0.0,4.333333333333333,93159.0,31053.0,0,13,6,1.267,59.33
1,HMIS Hospital,2020-04-19,2020,2,4,April,Sunday,1,Emergency,Clinical,75,5,3,17,22.67,0,0.0,3.3333333333333335,157658.0,31531.6,0,13,6,1.118,62.4
1,HMIS Hospital,2020-04-20,2020,2,4,April,Monday,1,Emergency,Clinical,75,4,3,18,24.0,0,0.0,1.0,135060.0,33765.0,0,13,6,1.056,67.6
1,HMIS Hospital,2020-04-21,2020,2,4,April,Tuesday,1,Emergency,Clinical,75,2,5,15,20.0,0,0.0,5.4,107392.0,53696.0,0,13,6,1.267,57.2
1,HMIS Hospital,2020-04-22,2020,2,4,April,Wednesday,1,Emergency,Clinical,75,5,1,19,25.33,0,0.0,4.0,229970.0,45994.0,0,13,6,1.0,62.13
1,HMIS Hospital,2020-04-23,2020,2,4,April,Thursday,1,Emergency,Clinical,75,5,5,19,25.33,0,0.0,4.0,184132.0,36826.4,0,13,6,1.0,62.13
1,HMIS Hospital,2020-04-24,2020,2,4,April,Friday,1,Emergency,Clinical,75,6,5,20,26.67,0,0.0,3.8,155073.0,25845.5,0,13,6,0.95,63.07
1,HMIS Hospital,2020-04-25,2020,2,4,April,Saturday,1,Emergency,Clinical,75,5,3,22,29.33,0,0.0,5.333333333333333,228125.0,45625.0,0,13,6,0.864,61.07
1,HMIS Hospital,2020-04-26,2020,2,4,April,Sunday,1,Emergency,Clinical,75,3,3,22,29.33,0,0.0,4.666666666666667,142892.0,47630.67,0,13,6,0.864,62.4
1,HMIS Hospital,2020-04-27,2020,2,4,April,Monday,1,Emergency,Clinical,75,4,2,24,32.0,1,25.0,3.5,145708.0,36427.0,0,13,6,0.792,58.3
1,HMIS Hospital,2020-04-28,2020,2,4,April,Tuesday,1,Emergency,Clinical,75,3,7,20,26.67,0,0.0,5.428571428571429,140546.0,46848.67,0,13,6,0.95,59.81
1,HMIS Hospital,2020-04-29,2020,2,4,April,Wednesday,1,Emergency,Clinical,75,3,0,23,30.67,0,0.0,,77286.0,25762.0,0,13,6,0.826,
1,HMIS Hospital,2020-04-30,2020,2,4,April,Thursday,1,Emergency,Clinical,75,3,4,22,29.33,0,0.0,5.0,163022.0,54340.67,0,13,6,0.864,61.73
1,HMIS Hospital,2020-05-01,2020,2,5,May,Friday,1,Emergency,Clinical,75,2,4,20,26.67,0,0.0,6.0,69632.0,34816.0,0,13,6,0.95,58.67
1,HMIS Hospital,2020-05-02,2020,2,5,May,Saturday,1,Emergency,Clinical,75,4,7,17,22.67,1,25.0,7.285714285714286,119482.0,29870.5,0,13,6,1.118,47.0
1,HMIS Hospital,2020-05-03,2020,2,5,May,Sunday,1,Emergency,Clinical,75,3,3,17,22.67,0,0.0,5.333333333333333,100254.0,33418.0,0,13,6,1.118,58.4
1,HMIS Hospital,2020-05-04,2020,2,5,May,Monday,1,Emergency,Clinical,75,4,3,18,24.0,0,0.0,7.0,167525.0,41881.25,0,13,6,1.056,55.6
1,HMIS Hospital,2020-05-05,2020,2,5,May,Tuesday,1,Emergency,Clinical,75,2,4,16,21.33,0,0.0,4.25,72575.0,36287.5,0,13,6,1.188,60.03
1,HMIS Hospital,2020-05-06,2020,2,5,May,Wednesday,1,Emergency,Clinical,75,4,2,18,24.0,0,0.0,5.5,81309.0,20327.25,0,13,6,1.056,58.6
1,HMIS Hospital,2020-05-07,2020,2,5,May,Thursday,1,Emergency,Clinical,75,5,5,18,24.0,0,0.0,4.2,195427.0,39085.4,0,13,6,1.056,61.2
1,HMIS Hospital,2020-05-08,2020,2,5,May,Friday,1,Emergency,Clinical,75,0,3,15,20.0,0,,7.0,0.0,0.0,0,13,6,1.267,
1,HMIS Hospital,2020-05-09,2020,2,5,May,Saturday,1,Emergency,Clinical,75,1,4,12,16.0,0,0.0,5.5,36754.0,36754.0,0,13,6,1.583,55.4
1,HMIS Hospital,2020-05-10,2020,2,5,May,Sunday,1,Emergency,Clinical,75,1,4,9,12.0,0,0.0,5.25,70658.0,70658.0,0,13,6,2.111,54.3
1,HMIS Hospital,2020-05-11,2020,2,5,May,Monday,1,Emergency,Clinical,75,5,2,12,16.0,0,0.0,8.5,129182.0,25836.4,0,13,6,1.583,49.4
1,HMIS Hospital,2020-05-12,2020,2,5,May,Tuesday,1,Emergency,Clinical,75,5,0,17,22.67,0,0.0,,170531.0,34106.2,0,13,6,1.118,
1,HMIS Hospital,2020-05-13,2020,2,5,May,Wednesday,1,Emergency,Clinical,75,2,2,17,22.67,0,0.0,4.0,70529.0,35264.5,0,13,6,1.118,61.07
1,HMIS Hospital,2020-05-14,2020,2,5,May,Thursday,1,Emergency,Clinical,75,1,5,13,17.33,0,0.0,3.2,56635.0,56635.0,0,13,6,1.462,60.53
1,HMIS Hospital,2020-05-15,2020,2,5,May,Friday,1,Emergency,Clinical,75,7,4,16,21.33,0,0.0,5.5,386798.0,55256.86,0,13,6,1.188,57.53
1,HMIS Hospital,2020-05-16,2020,2,5,May,Saturday,1,Emergency,Clinical,75,6,3,19,25.33,0,0.0,7.333333333333333,121665.0,20277.5,0,13,6,1.0,55.47
1,HMIS Hospital,2020-05-17,2020,2,5,May,Sunday,1,Emergency,Clinical,75,6,4,21,28.0,0,0.0,3.25,125380.0,20896.67,0,13,6,0.905,64.7
1,HMIS Hospital,2020-05-18,2020,2,5,May,Monday,1,Emergency,Clinical,75,8,4,25,33.33,0,0.0,3.75,248672.0,31084.0,0,13,6,0.76,65.83
1,HMIS Hospital,2020-05-19,2020,2,5,May,Tuesday,1,Emergency,Clinical,75,3,4,24,32.0,1,33.33,1.75,139894.0,46631.33,0,13,6,0.792,59.3
1,HMIS Hospital,2020-05-20,2020,2,5,May,Wednesday,1,Emergency,Clinical,75,8,4,28,37.33,0,0.0,6.0,314400.0,39300.0,0,13,6,0.679,62.93
1,HMIS Hospital,2020-05-21,2020,2,5,May,Thursday,1,Emergency,Clinical,75,4,3,29,38.67,0,0.0,3.0,95001.0,23750.25,0,13,6,0.655,69.47
1,HMIS Hospital,2020-05-22,2020,2,5,May,Friday,1,Emergency,Clinical,75,5,9,25,33.33,0,0.0,3.888888888888889,183681.0,36736.2,0,13,6,0.76,65.55
1,HMIS Hospital,2020-05-23,2020,2,5,May,Saturday,1,Emergency,Clinical,75,5,7,23,30.67,0,0.0,5.0,232810.0,46562.0,0,13,6,0.826,62.27
1,HMIS Hospital,2020-05-24,2020,2,5,May,Sunday,1,Emergency,Clinical,75,4,5,22,29.33,0,0.0,4.0,96096.0,24024.0,0,13,6,0.864,63.73
1,HMIS Hospital,2020-05-25,2020,2,5,May,Monday,1,Emergency,Clinical,75,2,8,16,21.33,0,0.0,5.125,85629.0,42814.5,0,13,6,1.188,58.28
1,HMIS Hospital,2020-05-26,2020,2,5,May,Tuesday,1,Emergency,Clinical,75,2,2,16,21.33,0,0.0,3.0,40980.0,20490.0,0,13,6,1.188,62.53
1,HMIS Hospital,2020-05-27,2020,2,5,May,Wednesday,1,Emergency,Clinical,75,3,4,15,20.0,0,0.0,6.0,99833.0,33277.67,0,13,6,1.267,56.0
1,HMIS Hospital,2020-05-28,2020,2,5,May,Thursday,1,Emergency,Clinical,75,2,4,13,17.33,0,0.0,7.75,41615.0,20807.5,0,13,6,1.462,51.43
1,HMIS Hospital,2020-05-29,2020,2,5,May,Friday,1,Emergency,Clinical,75,2,0,15,20.0,0,0.0,,112380.0,56190.0,0,13,6,1.267,
